Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN1217,Female,No,3+,Not Graduate,No,1872,4384.4,357,360,1.0,Semiurban,Y
LN1218,Male,No,0,Graduate,Yes,24120,302.93,311,180,1.0,Rural,N
LN1219,Male,No,2,Not Graduate,Yes,2844,7706.43,680,120,1.0,Rural,Y
LN1220,Male,Yes,0,Not Graduate,Yes,10015,6218.25,501,180,1.0,Urban,N
LN1221,Female,Yes,0,Graduate,No,3931,6013.6,300,240,1.0,Urban,Y
LN1222,Male,No,1,Graduate,No,22554,5460.5,373,360,1.0,Rural,Y
LN1223,Male,No,1,Graduate,Yes,20668,5903.13,278,120,1.0,Rural,N
LN1224,Male,Yes,3+,Not Graduate,No,12085,9346.52,685,120,1.0,Rural,Y
LN1225,Female,No,0,Graduate,No,16962,85.69,645,120,1.0,Urban,Y
LN1226,Male,No,3+,Not Graduate,No,3195,478.0,346,360,1.0,Rural,Y
LN1227,Female,No,2,Graduate,No,3407,1914.93,286,180,1.0,Urban,N
LN1228,Female,Yes,0,Not Graduate,Yes,22698,1673.01,674,360,1.0,Urban,N
LN1229,Male,Yes,0,Graduate,No,18664,1811.94,266,180,1.0,Urban,Y
LN1230,Male,No,2,Graduate,No,2519,6719.44,295,240,1.0,Urban,N
LN1231,Female,No,2,Not Graduate,Yes,12957,4594.83,497,240,0.0,Semiurban,Y
LN1232,Male,Yes,3+,Graduate,Yes,2903,9917.79,368,180,1.0,Rural,Y
LN1233,Male,Yes,3+,Graduate,No,19310,2268.86,481,240,0.0,Rural,Y
LN1234,Female,No,2,Graduate,No,10355,3108.3,453,240,1.0,Semiurban,Y
LN1235,Female,No,3+,Graduate,Yes,7368,9842.41,86,120,0.0,Rural,Y
LN1236,Male,Yes,2,Graduate,Yes,12339,8317.58,625,120,0.0,Urban,Y
LN1237,Female,Yes,0,Graduate,Yes,1510,4697.99,391,360,1.0,Semiurban,Y
LN1238,Male,Yes,0,Graduate,No,7830,5545.97,438,360,1.0,Urban,N
LN1239,Male,No,1,Not Graduate,No,16561,8431.78,83,360,1.0,Semiurban,N
LN1240,Male,Yes,0,Not Graduate,Yes,10730,4809.8,88,120,1.0,Urban,Y
LN1241,Female,No,2,Graduate,No,20709,2060.24,628,360,0.0,Rural,N
LN1242,Male,Yes,3+,Graduate,Yes,8964,8284.45,258,360,0.0,Rural,Y
LN1243,Male,Yes,1,Graduate,No,16246,5377.72,201,120,1.0,Rural,N
LN1244,Male,Yes,3+,Not Graduate,Yes,4503,1530.43,414,180,0.0,Semiurban,Y
LN1245,Female,Yes,2,Not Graduate,Yes,8695,5055.86,248,120,0.0,Rural,Y
LN1246,Female,No,0,Graduate,No,24604,4132.03,650,180,1.0,Semiurban,Y
LN1247,Female,No,1,Not Graduate,No,20972,8768.43,128,120,1.0,Urban,Y
LN1248,Female,Yes,2,Graduate,No,15162,1260.55,526,360,1.0,Rural,Y
LN1249,Female,No,1,Graduate,No,15239,8752.1,483,240,1.0,Urban,N
LN1250,Male,Yes,1,Graduate,No,17088,5122.11,81,240,1.0,Rural,Y
LN1251,Female,Yes,0,Graduate,No,3289,4043.64,136,180,1.0,Urban,N
LN1252,Female,Yes,2,Not Graduate,Yes,20920,1619.67,600,180,1.0,Semiurban,Y
LN1253,Female,Yes,3+,Not Graduate,No,9098,7008.18,442,180,1.0,Rural,Y
LN1254,Male,No,1,Graduate,Yes,6338,9268.07,662,240,0.0,Semiurban,Y
LN1255,Female,Yes,1,Not Graduate,Yes,7372,3753.77,293,180,1.0,Semiurban,Y
LN1256,Female,Yes,3+,Not Graduate,No,21537,2415.85,281,120,1.0,Urban,Y
LN1257,Male,No,2,Graduate,Yes,12867,5548.67,629,120,0.0,Rural,Y
LN1258,Female,Yes,1,Not Graduate,Yes,5799,7961.86,241,240,1.0,Semiurban,N
LN1259,Male,Yes,1,Graduate,No,18857,37.68,589,120,1.0,Urban,Y
LN1260,Male,Yes,1,Graduate,No,8583,6313.77,319,180,1.0,Urban,Y
LN1261,Male,No,2,Graduate,No,6994,5965.16,126,240,1.0,Urban,Y
LN1262,Male,Yes,2,Graduate,Yes,12817,3181.52,216,180,0.0,Rural,N
LN1263,Male,No,3+,Not Graduate,No,21290,4514.23,333,120,1.0,Rural,Y
LN1264,Female,Yes,2,Graduate,No,23034,2469.63,138,180,1.0,Urban,N
LN1265,Male,Yes,2,Not Graduate,No,4629,7898.86,593,240,1.0,Rural,Y
LN1266,Male,No,0,Graduate,No,1604,6345.35,698,180,0.0,Urban,Y
LN1267,Female,Yes,3+,Graduate,Yes,8933,5327.12,205,120,1.0,Rural,Y
LN1268,Male,Yes,1,Not Graduate,No,9189,3925.26,299,360,0.0,Rural,Y
LN1269,Female,No,2,Graduate,Yes,5067,2913.84,144,240,1.0,Urban,Y
LN1270,Female,No,1,Not Graduate,No,22232,8227.36,66,180,0.0,Urban,Y
LN1271,Female,No,1,Not Graduate,Yes,22274,4514.08,166,240,1.0,Rural,Y
LN1272,Male,No,0,Graduate,Yes,24695,5014.47,382,180,1.0,Urban,N
LN1273,Male,No,2,Graduate,Yes,19065,5208.29,571,360,1.0,Urban,Y
LN1274,Male,Yes,3+,Graduate,No,6144,4483.67,129,120,0.0,Urban,Y
LN1275,Female,No,2,Graduate,Yes,16466,2560.88,695,180,1.0,Urban,Y
LN1276,Male,Yes,1,Graduate,No,12830,1203.4,481,180,0.0,Rural,Y
LN1277,Male,Yes,3+,Graduate,No,23757,985.37,252,360,1.0,Semiurban,Y
LN1278,Male,Yes,2,Not Graduate,No,5894,7574.63,165,240,1.0,Rural,Y
LN1279,Female,No,1,Not Graduate,No,5034,2235.28,269,120,1.0,Urban,Y
LN1280,Female,No,1,Graduate,No,23728,556.73,302,180,1.0,Urban,Y
LN1281,Male,Yes,0,Not Graduate,Yes,23823,7975.17,218,180,1.0,Rural,Y
LN1282,Male,No,0,Not Graduate,No,13888,1540.62,365,120,1.0,Urban,Y
LN1283,Male,No,0,Graduate,Yes,12819,6251.46,421,360,1.0,Rural,Y
LN1284,Male,No,1,Graduate,Yes,7975,3386.43,632,240,0.0,Semiurban,N
LN1285,Female,No,2,Not Graduate,Yes,19658,1264.8,205,120,1.0,Urban,Y
LN1286,Female,Yes,0,Graduate,Yes,16228,4144.81,663,240,1.0,Semiurban,N
LN1287,Female,Yes,2,Not Graduate,Yes,13506,148.09,62,360,0.0,Semiurban,Y
LN1288,Female,No,0,Graduate,Yes,17650,8410.45,557,360,1.0,Urban,N
LN1289,Male,Yes,3+,Not Graduate,Yes,1946,5134.98,514,120,1.0,Urban,Y
LN1290,Male,No,3+,Not Graduate,No,1608,1391.6,269,180,1.0,Rural,Y
LN1291,Male,No,0,Not Graduate,Yes,4739,2369.8,64,360,1.0,Rural,Y
LN1292,Female,Yes,1,Not Graduate,No,7431,4479.75,166,360,1.0,Urban,Y
LN1293,Male,Yes,0,Graduate,Yes,5553,1888.69,380,120,1.0,Rural,Y
LN1294,Female,Yes,0,Graduate,Yes,15246,2685.99,105,120,0.0,Semiurban,Y
LN1295,Female,No,1,Not Graduate,Yes,22421,5343.86,400,120,1.0,Semiurban,Y
LN1296,Male,Yes,3+,Not Graduate,Yes,24245,8326.09,181,360,1.0,Urban,Y
LN1297,Male,No,2,Graduate,No,2745,4018.4,275,240,1.0,Rural,Y
LN1298,Male,Yes,0,Graduate,No,20604,7169.75,357,360,1.0,Urban,N
LN1299,Female,Yes,1,Not Graduate,No,15339,8766.84,524,120,1.0,Semiurban,Y
LN1300,Male,No,0,Not Graduate,Yes,14356,2163.01,271,180,0.0,Urban,Y
LN1301,Female,No,1,Not Graduate,Yes,6605,8071.92,222,180,1.0,Urban,Y
LN1302,Male,No,2,Not Graduate,Yes,4422,7574.02,389,120,0.0,Urban,N
LN1303,Female,No,2,Not Graduate,No,4013,3569.37,555,180,1.0,Urban,Y
LN1304,Female,No,3+,Graduate,Yes,4301,9895.2,206,360,1.0,Semiurban,Y
LN1305,Male,No,1,Not Graduate,No,15395,2625.72,200,240,1.0,Urban,Y
LN1306,Female,No,1,Graduate,No,8481,2548.03,227,360,1.0,Urban,Y
LN1307,Female,No,3+,Graduate,Yes,9721,7722.59,582,120,1.0,Rural,Y
LN1308,Male,Yes,3+,Graduate,Yes,24386,4346.57,161,360,0.0,Urban,Y
LN1309,Female,No,1,Not Graduate,No,7538,3307.95,187,180,1.0,Rural,Y
LN1310,Male,No,3+,Graduate,No,24113,1786.63,282,360,1.0,Urban,N
LN1311,Female,Yes,2,Graduate,No,16582,7653.32,381,240,0.0,Rural,Y
LN1312,Male,No,0,Graduate,Yes,16148,7863.22,591,180,1.0,Urban,Y
LN1313,Male,Yes,2,Graduate,Yes,1864,5665.64,356,240,1.0,Rural,Y
LN1314,Female,Yes,3+,Not Graduate,Yes,3300,9573.14,210,240,1.0,Urban,Y
LN1315,Female,No,1,Not Graduate,Yes,15610,3181.63,451,240,1.0,Urban,N
LN1316,Female,Yes,1,Graduate,Yes,7458,2196.19,639,360,0.0,Rural,Y
LN1317,Female,No,2,Graduate,Yes,10596,6774.67,327,360,1.0,Urban,Y
LN1318,Female,Yes,1,Not Graduate,No,8936,7584.09,369,360,0.0,Urban,N
LN1319,Male,Yes,3+,Not Graduate,No,22677,2249.06,582,360,1.0,Urban,Y
LN1320,Female,Yes,2,Not Graduate,No,14138,766.11,546,180,1.0,Urban,N
LN1321,Male,No,1,Graduate,Yes,1679,8105.16,412,360,1.0,Semiurban,N
LN1322,Male,No,0,Not Graduate,No,5373,9765.02,421,180,0.0,Urban,N
LN1323,Female,Yes,0,Graduate,Yes,21844,6446.72,85,240,1.0,Semiurban,Y
LN1324,Male,Yes,3+,Graduate,Yes,19070,2778.67,352,180,1.0,Semiurban,Y
LN1325,Male,No,1,Not Graduate,No,16955,9966.73,487,120,1.0,Urban,Y
LN1326,Male,No,3+,Graduate,Yes,18657,8932.67,81,360,1.0,Rural,Y
LN1327,Male,Yes,2,Not Graduate,No,14297,5133.81,235,120,1.0,Rural,Y
LN1328,Female,Yes,0,Graduate,No,5960,8253.21,223,180,1.0,Urban,Y
LN1329,Male,No,2,Not Graduate,Yes,16816,8158.21,615,360,0.0,Semiurban,Y
LN1330,Female,No,1,Graduate,No,1852,9347.99,299,120,1.0,Rural,Y
LN1331,Female,No,3+,Graduate,No,24827,8409.24,328,360,1.0,Urban,N
LN1332,Male,No,3+,Not Graduate,No,23086,6436.79,51,180,1.0,Urban,Y
LN1333,Female,No,3+,Not Graduate,No,6844,6093.04,243,120,1.0,Semiurban,Y
LN1334,Female,Yes,2,Not Graduate,Yes,6007,4673.57,215,180,0.0,Rural,Y
LN1335,Female,No,0,Not Graduate,No,6330,6264.86,159,120,1.0,Urban,N
LN1336,Male,Yes,2,Graduate,No,12720,7952.17,429,240,1.0,Rural,Y
LN1337,Female,No,2,Not Graduate,No,1617,9690.38,632,240,1.0,Urban,Y
LN1338,Female,Yes,1,Not Graduate,Yes,18365,4672.87,334,240,0.0,Urban,Y
LN1339,Female,No,1,Graduate,No,5787,5736.53,470,240,0.0,Urban,Y
LN1340,Male,No,1,Not Graduate,Yes,24686,4448.05,162,240,1.0,Semiurban,N
LN1341,Female,Yes,0,Not Graduate,No,5977,6684.89,277,180,1.0,Semiurban,N
LN1342,Male,Yes,0,Graduate,No,8033,6299.21,520,240,1.0,Semiurban,Y
LN1343,Male,No,1,Not Graduate,No,18127,178.34,577,180,1.0,Rural,Y
LN1344,Male,No,1,Not Graduate,Yes,24896,5411.62,545,240,1.0,Semiurban,Y
LN1345,Male,No,0,Not Graduate,Yes,14255,884.87,80,360,1.0,Semiurban,N
LN1346,Male,No,3+,Not Graduate,Yes,2365,263.84,211,240,1.0,Rural,Y
LN1347,Male,No,0,Not Graduate,Yes,12673,7911.97,427,360,1.0,Rural,N
LN1348,Female,Yes,0,Not Graduate,Yes,6829,2586.5,495,180,1.0,Rural,Y
LN1349,Male,Yes,0,Graduate,Yes,2103,3406.55,476,240,1.0,Rural,N
LN1350,Female,No,1,Not Graduate,No,7256,640.85,553,120,1.0,Semiurban,N
LN1351,Female,Yes,3+,Graduate,Yes,12754,1795.0,576,180,1.0,Semiurban,Y
LN1352,Male,Yes,0,Graduate,No,5518,7656.05,581,240,1.0,Rural,N
LN1353,Female,Yes,1,Graduate,Yes,6692,4935.31,631,180,1.0,Semiurban,N
LN1354,Female,No,2,Graduate,Yes,3515,8806.68,569,120,1.0,Urban,Y
LN1355,Female,Yes,2,Not Graduate,Yes,11350,3972.42,83,240,1.0,Semiurban,N
LN1356,Female,No,0,Not Graduate,No,4880,2687.01,539,120,1.0,Urban,Y
LN1357,Male,Yes,2,Not Graduate,Yes,5270,3476.0,669,240,0.0,Rural,N
LN1358,Female,No,3+,Graduate,Yes,7329,7127.72,472,360,1.0,Rural,Y
LN1359,Male,Yes,2,Not Graduate,No,3113,5550.06,517,180,1.0,Semiurban,Y
LN1360,Female,No,2,Not Graduate,No,14647,9041.91,73,120,1.0,Rural,Y
LN1361,Female,No,3+,Not Graduate,No,17045,6021.69,265,180,1.0,Semiurban,N
LN1362,Male,Yes,0,Graduate,No,19763,4930.18,104,120,1.0,Semiurban,N
LN1363,Female,No,0,Graduate,Yes,6872,7857.53,75,180,1.0,Semiurban,Y
LN1364,Female,No,3+,Not Graduate,No,21992,9475.34,330,180,0.0,Semiurban,Y
LN1365,Female,No,3+,Graduate,Yes,12038,3558.46,376,180,1.0,Urban,Y
LN1366,Male,No,3+,Graduate,Yes,1648,2498.76,235,360,1.0,Urban,Y
LN1367,Female,No,2,Not Graduate,No,3254,6162.17,544,240,1.0,Rural,Y
LN1368,Male,No,3+,Graduate,Yes,8878,4988.73,61,360,1.0,Urban,Y
LN1369,Female,No,1,Graduate,No,15091,9891.86,690,180,1.0,Rural,Y
LN1370,Male,No,2,Not Graduate,Yes,24565,4623.62,483,120,1.0,Rural,Y
LN1371,Male,Yes,0,Graduate,No,21640,743.32,257,180,1.0,Semiurban,Y
LN1372,Female,Yes,0,Graduate,No,10871,9773.69,182,240,1.0,Semiurban,Y
LN1373,Female,No,0,Graduate,No,14279,8435.87,388,360,1.0,Semiurban,N
LN1374,Male,No,2,Graduate,No,23276,1782.5,245,240,1.0,Semiurban,Y
LN1375,Male,Yes,1,Graduate,No,11295,9046.05,311,120,1.0,Semiurban,Y
LN1376,Female,Yes,3+,Graduate,No,20936,3406.67,331,240,1.0,Semiurban,Y
LN1377,Male,Yes,3+,Graduate,Yes,7192,3771.12,418,360,0.0,Urban,Y
LN1378,Female,No,0,Graduate,Yes,5718,9063.91,152,120,1.0,Rural,Y
LN1379,Female,Yes,0,Not Graduate,Yes,6303,5301.16,681,240,0.0,Rural,Y
LN1380,Female,No,2,Not Graduate,No,20261,1377.63,232,360,1.0,Semiurban,Y
LN1381,Female,No,1,Not Graduate,Yes,13172,3690.56,472,360,0.0,Urban,Y
LN1382,Male,Yes,3+,Not Graduate,No,22970,7220.97,58,180,1.0,Semiurban,Y
LN1383,Female,No,2,Graduate,Yes,4682,1741.84,606,240,0.0,Urban,Y
LN1384,Male,No,3+,Not Graduate,Yes,12509,5902.31,293,120,1.0,Urban,Y
LN1385,Female,No,0,Not Graduate,No,15828,6952.74,673,180,1.0,Rural,Y
LN1386,Male,No,3+,Graduate,Yes,21044,3438.54,616,240,1.0,Rural,Y
LN1387,Female,Yes,1,Graduate,Yes,24460,6938.81,442,240,1.0,Urban,Y
LN1388,Male,Yes,1,Graduate,Yes,4086,8842.07,576,120,1.0,Rural,N
LN1389,Male,No,0,Graduate,No,4148,4721.17,86,180,1.0,Urban,Y
LN1390,Female,No,1,Graduate,Yes,8813,3829.09,227,180,1.0,Urban,Y
LN1391,Female,Yes,1,Not Graduate,No,19601,2511.58,688,120,1.0,Urban,N
LN1392,Female,No,2,Graduate,Yes,14044,6042.05,678,180,1.0,Rural,Y
LN1393,Female,Yes,3+,Not Graduate,Yes,23192,8798.52,121,360,1.0,Semiurban,Y
LN1394,Male,No,0,Not Graduate,Yes,8907,3246.61,401,120,1.0,Rural,Y
LN1395,Female,No,0,Graduate,Yes,18754,3962.36,672,240,0.0,Semiurban,Y
LN1396,Male,Yes,0,Not Graduate,No,16734,4066.26,198,120,0.0,Rural,Y
LN1397,Male,Yes,0,Not Graduate,Yes,21458,5608.12,154,360,0.0,Rural,Y
LN1398,Female,Yes,0,Graduate,No,23711,2284.09,270,120,0.0,Semiurban,N
LN1399,Male,Yes,1,Not Graduate,No,16512,8222.11,423,240,1.0,Urban,Y
LN1400,Male,No,2,Not Graduate,Yes,11235,2956.02,567,240,0.0,Semiurban,Y
LN1401,Male,Yes,0,Not Graduate,Yes,14925,7053.63,309,120,1.0,Urban,Y
LN1402,Male,No,2,Graduate,No,17198,5132.16,348,120,1.0,Urban,Y
LN1403,Female,Yes,2,Graduate,No,16821,5858.98,91,360,0.0,Rural,Y
LN1404,Female,Yes,1,Graduate,Yes,14146,1796.09,541,360,1.0,Rural,N
LN1405,Female,No,0,Not Graduate,Yes,23653,7350.23,488,240,1.0,Rural,N
LN1406,Female,Yes,1,Graduate,Yes,23617,1886.21,96,180,1.0,Rural,N
LN1407,Male,Yes,0,Not Graduate,Yes,21124,1134.74,134,180,1.0,Rural,Y
LN1408,Male,Yes,1,Graduate,Yes,6393,5466.79,107,180,1.0,Semiurban,N
LN1409,Female,Yes,2,Not Graduate,No,10976,7092.97,258,180,1.0,Semiurban,Y
LN1410,Female,No,0,Graduate,Yes,18770,500.36,297,240,1.0,Semiurban,Y
LN1411,Female,No,3+,Graduate,Yes,23738,693.95,260,180,1.0,Semiurban,Y
LN1412,Male,Yes,2,Not Graduate,No,23202,8026.79,88,180,1.0,Rural,Y
LN1413,Female,Yes,3+,Graduate,Yes,20142,8090.33,301,120,1.0,Semiurban,Y
LN1414,Female,Yes,2,Not Graduate,Yes,5882,2453.05,692,180,0.0,Semiurban,Y
LN1415,Female,No,1,Graduate,No,3285,6152.28,462,120,1.0,Urban,N
LN1416,Male,No,0,Graduate,Yes,14530,4431.8,495,240,0.0,Rural,Y
LN1417,Male,No,2,Not Graduate,No,13235,6326.96,101,120,1.0,Semiurban,Y
LN1418,Male,No,1,Not Graduate,Yes,18179,8628.79,423,360,1.0,Semiurban,Y
LN1419,Male,Yes,0,Not Graduate,Yes,11745,798.56,575,120,1.0,Semiurban,Y
LN1420,Male,Yes,0,Graduate,Yes,4097,7779.84,205,180,1.0,Rural,Y
LN1421,Male,Yes,2,Not Graduate,No,18564,4930.29,591,120,1.0,Semiurban,Y
LN1422,Male,No,0,Graduate,No,22774,5641.27,139,120,1.0,Urban,Y
LN1423,Male,Yes,2,Not Graduate,No,22182,6539.31,400,240,1.0,Rural,N
LN1424,Female,No,0,Not Graduate,No,1824,9226.23,118,240,1.0,Urban,N
LN1425,Female,No,3+,Not Graduate,Yes,16660,567.2,212,180,1.0,Rural,N
LN1426,Male,Yes,1,Not Graduate,No,14114,294.76,291,360,0.0,Semiurban,Y
LN1427,Male,Yes,3+,Not Graduate,No,2486,1782.62,544,360,1.0,Rural,Y
LN1428,Female,Yes,2,Not Graduate,No,21002,9864.48,432,120,1.0,Rural,Y
LN1429,Male,No,3+,Graduate,Yes,2260,7150.76,101,360,1.0,Rural,Y
LN1430,Male,No,2,Not Graduate,Yes,13385,6146.41,112,240,1.0,Urban,N
LN1431,Male,Yes,0,Graduate,No,10728,470.39,558,180,0.0,Rural,N
LN1432,Female,Yes,0,Not Graduate,No,18790,8791.1,341,180,0.0,Semiurban,Y
LN1433,Female,No,2,Not Graduate,Yes,6999,8127.57,140,240,1.0,Rural,Y
LN1434,Female,Yes,3+,Not Graduate,No,1864,6648.0,473,180,1.0,Rural,N
LN1435,Female,No,0,Graduate,No,21297,3391.31,414,120,1.0,Semiurban,Y
LN1436,Female,No,1,Graduate,No,9527,705.05,199,180,1.0,Semiurban,Y
LN1437,Male,Yes,0,Not Graduate,No,15032,5800.38,320,360,1.0,Urban,N
LN1438,Female,Yes,1,Graduate,Yes,15908,7196.95,630,180,0.0,Semiurban,Y
LN1439,Male,Yes,3+,Not Graduate,Yes,17605,942.4,165,180,1.0,Semiurban,Y
LN1440,Male,Yes,1,Not Graduate,Yes,9439,6337.68,565,240,1.0,Semiurban,Y
LN1441,Female,No,1,Graduate,No,15436,2863.66,636,240,1.0,Rural,Y
LN1442,Female,No,1,Graduate,No,10761,7642.44,290,360,0.0,Urban,Y
LN1443,Male,No,1,Graduate,Yes,17363,5396.16,79,240,1.0,Semiurban,Y
LN1444,Male,Yes,0,Graduate,Yes,14061,1290.37,192,360,1.0,Semiurban,N
LN1445,Male,No,1,Not Graduate,Yes,11947,5265.19,375,120,1.0,Semiurban,Y
LN1446,Female,Yes,0,Graduate,No,15672,3957.37,65,360,1.0,Rural,Y
LN1447,Female,Yes,1,Graduate,Yes,13378,1803.56,160,180,1.0,Rural,Y
LN1448,Female,Yes,2,Not Graduate,No,13911,8415.16,156,360,1.0,Urban,Y
LN1449,Female,Yes,3+,Graduate,No,20965,110.28,428,120,1.0,Urban,Y
LN1450,Female,Yes,1,Graduate,Yes,6948,3121.28,211,180,1.0,Rural,Y
LN1451,Male,Yes,2,Graduate,Yes,21142,125.95,332,360,1.0,Semiurban,Y
LN1452,Female,No,1,Graduate,No,3607,960.07,318,240,1.0,Semiurban,Y
LN1453,Male,Yes,1,Not Graduate,Yes,9428,2970.96,533,240,1.0,Urban,N
LN1454,Male,No,1,Not Graduate,Yes,16734,542.71,122,240,1.0,Semiurban,Y
LN1455,Male,No,2,Graduate,No,20817,5966.31,246,360,1.0,Rural,Y
LN1456,Female,Yes,3+,Graduate,No,17810,868.63,292,360,1.0,Urban,Y
LN1457,Female,Yes,2,Not Graduate,No,20713,7017.14,647,120,1.0,Rural,Y
LN1458,Female,Yes,3+,Graduate,No,15028,526.42,308,180,0.0,Rural,Y
LN1459,Male,No,1,Graduate,No,22890,593.09,198,180,1.0,Semiurban,Y
LN1460,Male,Yes,0,Graduate,Yes,14813,3053.26,439,180,1.0,Rural,Y
LN1461,Male,No,1,Graduate,No,3059,8965.72,465,180,1.0,Rural,N
LN1462,Male,Yes,3+,Graduate,No,19625,6413.93,475,360,1.0,Semiurban,Y
LN1463,Male,Yes,2,Graduate,No,16667,7701.31,266,360,1.0,Rural,Y
LN1464,Male,No,1,Graduate,Yes,16843,1415.52,135,120,1.0,Semiurban,Y
LN1465,Female,No,2,Graduate,No,7330,8341.25,265,180,1.0,Rural,Y
LN1466,Female,Yes,2,Graduate,No,9023,81.46,472,360,1.0,Semiurban,Y
LN1467,Female,No,2,Not Graduate,No,18509,2130.57,369,360,0.0,Semiurban,Y
LN1468,Female,No,1,Not Graduate,Yes,19574,6160.92,167,360,1.0,Urban,N
LN1469,Male,No,2,Not Graduate,No,17024,3752.46,464,360,1.0,Rural,N
LN1470,Male,No,2,Graduate,No,14785,9841.93,648,180,0.0,Rural,Y
LN1471,Female,No,1,Graduate,No,12473,303.39,89,180,1.0,Urban,N
LN1472,Male,Yes,2,Not Graduate,Yes,24194,9985.98,210,360,0.0,Semiurban,Y
LN1473,Female,Yes,1,Graduate,Yes,4506,6236.28,586,240,0.0,Semiurban,Y
LN1474,Female,No,3+,Not Graduate,Yes,5802,5587.07,469,120,0.0,Urban,N
LN1475,Female,Yes,3+,Graduate,Yes,18972,595.12,144,180,1.0,Urban,N
LN1476,Male,Yes,3+,Not Graduate,No,23891,2733.29,491,180,1.0,Semiurban,Y
LN1477,Female,No,2,Not Graduate,No,6111,9246.63,607,240,1.0,Semiurban,Y
LN1478,Female,Yes,0,Not Graduate,Yes,10872,3542.46,699,180,1.0,Urban,Y
LN1479,Female,No,0,Graduate,Yes,15580,6616.53,515,240,1.0,Rural,Y
LN1480,Male,No,2,Not Graduate,No,16582,9994.96,337,240,1.0,Semiurban,N
LN1481,Male,Yes,0,Graduate,No,16141,2630.7,461,360,1.0,Urban,Y
LN1482,Female,No,1,Graduate,Yes,11593,5760.81,449,180,1.0,Rural,Y
LN1483,Male,No,0,Graduate,Yes,22374,6964.38,577,120,1.0,Rural,Y
LN1484,Male,No,2,Graduate,Yes,9878,1646.27,67,240,1.0,Rural,Y
LN1485,Male,No,2,Graduate,Yes,3097,1486.73,185,120,1.0,Rural,N
LN1486,Male,No,1,Graduate,No,13100,4563.08,513,360,1.0,Urban,N
LN1487,Male,Yes,3+,Graduate,Yes,5247,3858.13,297,180,1.0,Semiurban,Y
LN1488,Male,Yes,2,Not Graduate,Yes,15379,7142.15,50,360,1.0,Rural,Y
LN1489,Male,No,1,Not Graduate,No,20554,695.09,430,360,1.0,Rural,Y
LN1490,Male,No,0,Not Graduate,No,14517,9721.67,558,120,1.0,Urban,Y
LN1491,Male,Yes,0,Graduate,No,20464,142.77,509,120,1.0,Rural,Y
LN1492,Male,No,1,Graduate,No,8932,6013.17,554,240,1.0,Urban,Y
LN1493,Female,Yes,1,Graduate,No,20390,5626.33,525,180,0.0,Urban,Y
LN1494,Female,No,2,Graduate,Yes,6225,1347.16,606,360,1.0,Semiurban,Y
LN1495,Male,No,0,Not Graduate,Yes,11937,1509.16,81,240,0.0,Rural,N
LN1496,Female,No,1,Graduate,Yes,22184,7926.77,167,240,1.0,Semiurban,Y
LN1497,Female,No,0,Not Graduate,No,14769,8875.62,233,360,1.0,Urban,N
LN1498,Male,No,1,Graduate,Yes,14592,2830.17,240,360,1.0,Rural,Y
LN1499,Male,No,0,Not Graduate,No,8502,4379.64,123,240,1.0,Urban,N
LN1500,Male,No,3+,Graduate,Yes,7631,3549.95,672,360,1.0,Urban,Y
LN1501,Female,Yes,2,Not Graduate,Yes,14761,725.47,152,360,1.0,Urban,Y
LN1502,Female,Yes,0,Graduate,No,14112,6732.04,635,120,1.0,Rural,Y
LN1503,Male,Yes,3+,Not Graduate,No,6037,8251.93,469,180,1.0,Urban,N
LN1504,Male,No,0,Graduate,Yes,14591,3048.79,522,240,1.0,Urban,Y
LN1505,Male,No,0,Not Graduate,Yes,3835,9901.76,163,360,1.0,Rural,Y
LN1506,Female,No,3+,Not Graduate,Yes,5821,758.52,428,240,0.0,Semiurban,Y
LN1507,Female,No,0,Graduate,Yes,14754,6617.91,362,180,1.0,Urban,N
LN1508,Female,No,0,Not Graduate,Yes,20869,4482.28,379,240,1.0,Semiurban,N
LN1509,Female,No,2,Graduate,No,2059,4466.02,388,240,1.0,Semiurban,N
LN1510,Male,No,3+,Graduate,No,2213,4576.46,287,240,0.0,Semiurban,N
LN1511,Male,Yes,3+,Graduate,No,6093,2586.82,222,120,1.0,Semiurban,N
LN1512,Male,No,1,Not Graduate,No,16684,7155.63,128,180,0.0,Semiurban,Y
LN1513,Male,Yes,0,Not Graduate,Yes,16761,7215.77,513,180,1.0,Semiurban,Y
LN1514,Female,Yes,2,Graduate,Yes,21872,2823.97,654,240,0.0,Rural,Y
LN1515,Female,No,0,Graduate,No,24087,8353.06,550,240,1.0,Rural,Y
LN1516,Male,No,0,Not Graduate,Yes,1756,3168.45,611,180,1.0,Semiurban,Y
LN1517,Male,Yes,1,Not Graduate,No,16074,7250.93,334,360,1.0,Rural,Y
LN1518,Female,Yes,0,Not Graduate,Yes,1537,1210.0,272,120,1.0,Rural,Y
LN1519,Male,No,2,Graduate,Yes,11764,1687.02,642,180,0.0,Semiurban,Y
LN1520,Female,No,2,Graduate,Yes,14197,3157.96,315,240,1.0,Semiurban,Y
LN1521,Male,Yes,1,Graduate,No,10152,5938.74,422,360,1.0,Urban,Y
LN1522,Male,No,0,Graduate,No,17430,6455.11,282,360,0.0,Rural,Y
LN1523,Male,No,2,Graduate,No,3332,3963.56,285,360,1.0,Semiurban,Y
